ImageId,EncodedPixels
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9768 2 10020 10 10275 13 10529 16 10785 17 11040 19 11296 19 11551 20 11806 21 12061 23 12316 24 12571 25 12823 3 12827 25 13079 29 13335 29 13591 29 13847 29 14104 27 14359 28 14615 28 14871 28 15127 28 15383 27 15639 27 15896 25 16152 23 16411 1 16415 14 16671 13 16927 11 17188 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51999 9 52254 12 52509 14 52764 15 53019 17 53275 17 53530 18 53786 18 54042 18 54298 19 54553 22 54809 24 55065 26 55321 27 55577 28 55833 29 56090 28 56346 29 56603 28 56864 23 57121 23 57378 22 57634 22 57891 21 58148 20 58404 21 58660 21 58915 22 59170 24 59425 25 59681 26 59937 26 60194 25 60450 26 60706 26 60962 25 61218 25 61474 24 61730 24 61986 24 62242 23 62498 22 62755 20 63011 20 63267 21 63522 22 63778 22 63807 3 64034 22 64062 5 64289 25 64318 7 64545 38 64801 40 65057 41 65313 41
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28451 7 28705 11 28960 12 29215 14 29471 15 29727 15 29982 16 30238 16 30494 17 30750 17 31006 17 31262 18 31518 18 31774 18 32031 17 32287 17 32544 16 32801 14 33058 11 33317 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46643 8 46897 11 47151 14 47405 17 47660 19 47916 19 48172 19 48427 19 48683 19 48939 18 49195 18 49452 17 49708 17 49964 17 50221 16 50477 16 50734 14 50990 14 51247 13 51503 13 51761 11 52018 10 52276 7 52534 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20273 4 20527 8 20781 11 21036 13 21292 13 21548 13 21804 14 22060 14 22316 14 22572 14 22829 13 23085 12 23342 11 23599 9 23856 7 24115 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37695 8 37949 11 38205 11 38460 13 38715 14 38971 15 39226 16 39481 18 39736 19 39991 20 40247 21 40502 22 40758 22 41013 22 41269 22 41525 22 41781 21 42036 21 42293 19 42549 19 42805 18 43062 16 43319 13 43577 10 43835 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25412 3 25667 6 25921 10 26176 12 26431 15 26687 15 26942 17 27198 17 27454 17 27709 18 27965 19 28220 20 28476 20 28732 20 28989 19 29245 18 29502 17 29758 15 30015 13 30273 1 30280 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26488 1 26740 10 26995 14 27250 18 27505 21 27761 22 28016 24 28272 24 28527 25 28783 25 29039 25 29295 25 29551 24 29807 24 30063 24 30319 23 30576 21 30833 19 31090 17 31347 15 31604 13 31861 10 32121 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4217 2 4471 8 4726 11 4981 14 5236 17 5491 18 5747 19 6002 21 6258 21 6514 22 6769 23 7025 23 7281 23 7537 23 7792 24 8049 23 8305 23 8561 23 8818 22 9074 21 9331 20 9588 18 9844 18 10101 17 10359 14 10616 11 10876 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19600 2 19849 12 20103 16 20358 18 20614 19 20869 20 21125 21 21380 23 21635 24 21891 24 22147 25 22403 25 22658 25 22914 25 23170 24 23427 23 23683 22 23939 21 24196 20 24453 18 24710 16 24968 12 25230 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1936 3 2190 9 2445 11 2700 13 2955 15 3211 16 3466 18 3722 19 3978 20 4234 21 4490 22 4747 22 5003 22 5259 23 5516 23 5772 24 6028 25 6285 24 6541 24 6798 23 7055 22 7311 22 7568 21 7826 18 8085 14 8345 9 8603 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,8615 5 8869 8 9123 11 9375 16 9629 18 9884 20 10139 23 10395 24 10650 25 10906 26 11156 32 11410 34 11665 35 11919 37 12175 37 12430 38 12685 39 12941 38 13196 38 13452 37 13708 36 13964 35 14220 34 14476 32 14733 24 14759 1 14989 23 15245 21 15501 20 15758 19 16014 18 16271 16 16529 13 16792 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,150 20 406 20 663 19 920 18 1176 17 1433 16 1690 14 1948 11 2208 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29356 2 29610 8 29864 12 30119 15 30375 16 30630 17 30885 19 31141 19 31396 20 31652 21 31908 21 32164 22 32420 22 32676 22 32932 22 33188 23 33444 23 33700 23 33956 22 34212 22 34469 20 34726 18 34983 16 35240 13 35497 11 35756 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,15285 7 15538 12 15793 14 16047 16 16302 18 16556 21 16811 22 17066 24 17322 24 17578 25 17834 25 18090 25 18346 25 18602 24 18859 23 19115 22 19371 22 19628 21 19885 19 20144 15 20402 12 20660 8 20917 6 21164 7 21174 2 21418 16 21673 18 21928 20 22184 21 22440 22 22696 23 22952 23 23207 25 23463 26 23719 26 23976 25 24232 26 24488 26 24744 25 25000 25 25256 25 25512 25 25769 23 26026 22 26282 21 26539 19 26797 17 27054 14 27314 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4792 5 5047 7 5302 9 5556 13 5575 3 5811 24 6066 26 6322 26 6578 27 6833 28 7090 27 7346 27 7602 27 7859 25 8116 24 8372 23 8629 20 8885 19 9141 18 9397 14 9656 9 9916 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,191 21 446 23 702 23 958 23 1214 22 1470 22 1727 20 1983 19 2240 18 2498 15 2756 12 3016 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,11458 3 11714 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1760 9 2015 12 2270 14 2525 16 2780 18 3035 20 3291 20 3546 21 3802 21 4057 23 4313 23 4569 23 4825 23 5081 23 5337 22 5593 22 5850 21 6107 19 6363 17 6619 16 6874 15 7127 15 7382 16 7637 18 7892 19 8147 21 8403 21 8659 22 8914 24 9169 25 9423 27 9678 28 9933 30 10189 30 10445 30 10701 30 10957 30 11214 1 11217 26 11474 24 11730 24 11987 23 12243 23 12500 21 12756 21 13011 22 13265 23 13520 25 13774 27 14029 29 14284 31 14540 32 14796 33 15051 35 15307 36 15563 37 15818 38 16074 39 16331 38 16587 38 16843 38 17099 38 17356 37 17612 37 17869 36 18126 36 18382 35 18639 34 18896 33 19153 32 19188 1 19410 37 19667 37 19924 37 20182 36 20440 34 20697 34 20955 32 21212 31 21475 25 21733 23 21989 23 22245 23 22501 23 22757 23 23013 23 23269 23 23525 23 23781 23 24038 21 24294 21 24551 20 24807 19 25064 17 25321 15 25578 14 25836 11 26093 8 26351 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25043 7 25297 11 25552 14 25805 19 26059 22 26315 24 26571 25 26827 25 27083 26 27339 26 27595 26 27851 26 28107 26 28363 26 28620 24 28876 24 29132 24 29388 23 29645 22 29901 21 30158 19 30414 18 30671 16 30929 13 31189 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37616 6 37869 11 38122 15 38376 19 38631 21 38887 23 39142 25 39398 26 39633 4 39644 2 39653 27 39888 15 39909 27 40144 18 40165 26 40400 19 40421 26 40655 21 40677 26 40911 49 41166 50 41421 51 41677 51 41933 51 42189 51 42445 51 42701 50 42957 49 43213 48 43469 26 43498 18 43725 26 43755 16 43981 26 44011 4 44022 3 44238 25 44268 2 44495 24 44751 23 45008 21 45265 19 45521 18 45779 14 46036 12 46295 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,60382 2 60638 3 60647 4 60894 4 60901 7 61150 15 61406 16 61662 17 61915 1 61917 19 62168 25 62423 27 62679 28 62935 29 63192 28 63448 28 63704 29 63961 28 64219 26 64477 24 64733 25 64989 25 65245 24 65501 24
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,31216 5 31464 15 31718 18 31972 20 32226 23 32480 24 32735 25 32991 25 33246 26 33502 26 33757 26 34013 26 34269 26 34525 26 34781 26 35037 25 35294 24 35550 24 35807 22 36063 22 36320 20 36577 18 36835 15 37097 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46576 1 46830 5 47085 6 47341 7 47591 13 47845 15 48099 17 48354 19 48609 21 48865 22 49120 24 49376 24 49632 25 49887 26 50143 27 50399 27 50655 27 50911 27 51167 27 51423 27 51680 26 51936 26 52192 26 52449 24 52706 21 52963 18 53219 17 53477 14 53735 11 53993 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,7416 1 7669 6 7924 10 8178 15 8433 16 8688 17 8944 17 9199 18 9454 19 9710 19 9966 19 10222 19 10478 19 10734 19 10990 19 11246 19 11502 19 11758 19 12015 18 12271 18 12528 17 12785 16 13042 15 13299 14 13557 12 13815 10 14073 8 14332 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,30463 2 30717 4 30972 5 31227 6 31483 6 31740 5 31996 5 32252 5 32507 6 32763 6 33019 6 33275 6 33531 6 33787 6 34043 6 34299 6 34555 6 34811 6 35067 6 35323 6 35579 6 35836 5 36092 5 36348 5 36605 4 36861 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25088 1 25343 2 25599 2 25855 2 26110 3 26366 3 26622 3 26878 3 27134 3 27390 3 27646 3 27903 2 28159 2 28416 1
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,41219 7 41474 9 41729 11 41985 11 42241 12 42497 12 42753 12 43009 12 43265 12 43521 12 43777 12 44033 12 44289 12 44545 11 44801 11 45057 11 45313 10 45570 8 45827 6
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,57436 7 57691 9 57947 10 58203 11 58459 11 58716 11 58972 11 59229 9 59487 7 59744 5
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,25715 5 25970 7 26225 9 26480 10 26735 11 26990 13 27246 13 27501 14 27757 13 28012 14 28268 14 28524 14 28779 15 29035 14 29291 14 29547 13 29803 12 30059 12 30316 9 30573 6
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,62581 1 62836 3 63092 3 63348 2
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,65177 4 65431 8
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,20647 1 20899 8 21153 12 21408 13 21664 14 21919 15 22175 15 22431 15 22687 14 22943 14 23199 13 23456 11 23714 7
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,63654 7 63909 10 64164 12 64420 13 64676 13 64933 12 65189 12 65445 12
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,2996 4 3249 9 3504 10 3760 11 4015 12 4271 12 4527 12 4783 12 5040 11 5297 9 5555 5
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,14591 2 14844 5 15098 7 15352 9 15607 10 15862 11 16117 12 16372 13 16627 14 16882 15 17138 15 17394 15 17650 15 17906 15 18162 15 18419 14 18675 14 18933 11
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,52730 7 52984 9 53239 10 53495 10 53750 11 54006 11 54262 11 54517 12 54773 12 55029 12 55285 12 55541 12 55797 12 56053 12 56309 12 56565 12 56822 11 57078 11 57335 10 57591 10 57848 9 58105 8 58363 6
ab298b962a63e4be9582513aaa84a5e270adba5fd2b16a50e59540524f63c3b8,253 4 508 5 764 5 1020 5 1276 5 1533 4 1789 4 2047 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46712 1 47231 3 47750 4 48269 4 48788 5 49307 5 49825 6 49843 6 50344 7 50361 9 50863 7 50880 9 51382 8 51398 11 51901 8 51917 12 52420 9 52436 12 52939 10 52955 13 53458 11 53474 14 53977 12 53993 14 54496 31 55015 32 55534 32 56053 33 56572 33 57091 33 57610 34 58129 34 58648 34 59167 34 59686 35 60205 35 60724 35 61243 35 61762 34 62281 34 62800 34 63319 33 63838 32 64357 32 64876 32 65395 32 65914 32 66433 32 66952 33 67471 34 67990 35 68509 36 69028 37 69547 38 70066 38 70585 39 71104 40 71623 41 72142 42 72661 42 73180 43 73699 44 74218 45 74737 45 75256 46 75310 7 75775 47 75827 10 76294 48 76345 12 76813 49 76863 14 77332 65 77851 65 78370 65 78889 66 79408 66 79927 66 80446 67 80966 66 81485 66 82004 66 82524 65 83043 65 83563 64 84083 63 84602 63 85122 62 85642 61 86162 60 86682 59 87201 58 87721 57 88241 55 88760 55 89279 55 89799 53 90318 53 90838 53 91357 53 91876 53 92396 53 92915 54 93435 53 93954 54 94474 54 94994 55 95513 56 96033 57 96552 58 97072 59 97591 59 98111 59 98630 60 99149 60 99669 59 100188 60 100707 61 101227 61 101746 62 102265 63 102785 63 103304 63 103824 63 104343 64 104863 63 105383 63 105904 62 106424 61 106945 60 107466 59 107988 56 108509 55 109029 55 109549 55 110069 55 110589 55 111109 55 111629 55 112149 56 112669 56 113188 57 113708 57 114228 57 114747 58 115267 58 115787 58 116307 57 116826 58 117346 57 117865 58 118385 58 118904 58 119424 58 119943 58 120463 58 120983 58 121502 59 122022 59 122542 58 123061 59 123581 59 124100 60 124620 60 125140 59 125660 60 125732 9 126181 59 126249 13 126701 61 126766 16 127222 80 127742 79 128262 79 128782 78 129302 77 129821 77 130341 76 130861 75
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,117296 3 117815 4 118333 6 118852 6 119371 7 119890 7 120409 7 120928 8 121447 8 121966 9 122485 9 123004 9 123523 9 124042 10 124561 10 125080 10 125599 10 126118 10 126637 10 127156 10 127675 10 128194 10 128713 10 129232 9 129751 9 130270 8 130790 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24935 10 25451 15 25968 19 26486 20 27003 23 27520 26 28038 27 28556 28 29074 30 29592 31 30111 31 30629 32 31148 31 31667 31 32186 31 32705 30 33224 30 33743 29 34262 28 34782 26 35301 25 35820 23 36340 21 36859 19 37379 16 37899 14 38420 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,116811 2 117326 9 117843 13 118360 16 118878 18 119396 20 119914 21 120433 22 120951 23 121470 24 121989 24 122507 25 123026 25 123545 26 124064 26 124583 26 125102 25 125621 25 126140 25 126659 25 127178 25 127697 25 128216 25 128736 24 129255 23 129774 23 130293 22 130812 21
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,6280 1 6795 10 7312 14 7830 16 8349 17 8867 18 9386 19 9904 21 10423 21 10942 22 11461 23 11979 24 12498 24 13017 25 13536 25 14055 25 14574 25 15093 25 15612 25 16131 24 16650 24 17169 23 17688 23 18207 22 18727 21 19246 20 19765 19 20284 18 20803 17 21323 16 21842 15 22361 14 22881 13 23401 10 23922 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28604 14 29120 20 29637 23 30155 25 30673 26 31191 27 31710 27 32228 28 32747 28 33265 29 33784 28 34302 28 34821 28 35340 27 35859 26 36378 25 36896 25 37416 22 37935 22 38454 20 38973 20 39492 19 40011 18 40531 15 41051 12 41574 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46266 11 46782 18 47299 22 47817 24 48335 26 48854 26 49372 27 49891 27 50409 28 50928 28 51447 28 51966 28 52485 27 53004 26 53524 24 54043 23 54563 20 55084 15 55609 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,8378 7 8896 9 9414 12 9933 12 10452 13 10970 14 11489 15 12008 15 12527 16 13045 17 13564 18 14084 17 14603 17 15123 16 15642 16 16161 17 16681 16 17201 16 17720 16 18239 16 18759 15 19278 15 19798 15 20317 15 20836 15 21355 15 21874 15 22394 14 22914 13 23433 12 23953 10 24475 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63409 9 63926 12 64443 16 64961 17 65479 19 65997 20 66516 21 67035 21 67553 22 68071 24 68590 24 69109 24 69628 24 70147 25 70666 25 71185 25 71704 25 72223 25 72742 25 73261 25 73780 24 74300 23 74819 23 75339 22 75858 21 76377 21 76897 19 77416 19 77936 17 78455 16 78975 15 79495 13 80014 12 80535 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,86 7 603 10 1123 9 1643 7 2162 6 2683 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20391 4 20907 10 21425 13 21943 16 22460 19 22979 20 23482 5 23498 21 23999 10 24017 22 24517 12 24536 22 25035 15 25054 24 25554 16 25573 24 26072 44 26591 45 27110 45 27628 46 28147 46 28666 47 29185 47 29704 47 30223 47 30743 46 31262 46 31781 46 32301 45 32820 45 33340 44 33859 43 34379 22 34403 18 34898 21 34924 14 35418 20 35444 11 35938 19 35966 5 36457 18 36977 17 37497 16 38018 13 38539 10 39062 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,93026 11 93544 14 94062 16 94580 18 95099 18 95617 20 96136 20 96655 21 97174 21 97693 22 98212 22 98731 23 99250 24 99770 23 100289 23 100808 24 101327 24 101847 23 102366 23 102886 22 103405 22 103925 21 104445 19 104965 18 105486 16 106007 13 106528 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50478 11 50995 14 51512 17 52030 19 52548 20 53066 21 53584 22 54102 23 54620 24 55139 24 55657 25 56176 25 56694 25 57213 25 57732 24 58250 25 58769 24 59288 23 59807 23 60326 22 60845 21 61364 21 61883 20 62402 19 62922 18 63441 18 63960 17 64480 16 64999 15 65519 13 66039 10 66560 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127 25 645 27 1164 27 1684 26 2203 26 2722 26 3242 25 3761 25 4281 24 4800 23 5320 22 5840 20 6360 19 6880 17 7400 15 7920 14 8441 10 8964 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112765 15 113282 22 113799 26 114317 28 114835 31 115354 31 115872 33 116391 33 116910 34 117429 34 117948 34 118467 34 118986 33 119505 33 120025 31 120545 30 121065 27 121586 24 122108 20 122634 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81145 9 81662 13 82180 15 82698 17 83217 18 83736 19 84254 20 84773 20 85291 21 85810 22 86329 22 86848 23 87367 23 87886 23 88406 22 88925 21 89443 22 89952 32 90467 35 90984 37 91501 38 92018 40 92536 39 93054 39 93573 37 94091 35 94610 34 95129 33 95648 33 96167 33 96687 32 97206 32 97725 32 98245 30 98765 29 99284 29 99804 27 100324 25 100844 23 101364 22 101885 18 102406 14 102928 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,165 19 683 22 1202 22 1722 21 2241 22 2760 22 3279 23 3798 23 4318 23 4838 22 5358 22 5878 21 6397 22 6917 21 7437 20 7956 20 8476 19 8995 19 9515 18 10034 18 10554 16 11074 15 11594 13 12114 11 12635 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57274 5 57789 14 58306 18 58824 20 59341 22 59860 23 60378 24 60896 25 61415 26 61934 26 62453 26 62972 26 63491 26 64010 26 64529 25 65048 25 65567 24 66086 22 66605 20 67125 17 67645 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89478 5 89994 11 90511 15 91029 18 91547 19 92066 20 92584 22 93103 23 93622 24 94141 25 94660 26 95179 26 95698 27 96217 27 96736 28 97255 28 97775 27 98294 27 98814 26 99333 26 99853 25 100373 24 100892 24 101412 23 101932 22 102451 22 102971 21 103491 19 104011 17 104532 15 105053 11 105575 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34993 9 35510 12 36027 15 36546 16 37064 18 37582 19 38101 20 38619 21 39138 21 39657 21 40175 23 40694 23 41213 23 41731 24 42249 25 42768 25 43287 24 43806 24 44325 24 44844 23 45363 22 45882 21 46401 20 46921 18 47441 14 47963 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63018 6 63534 12 64052 14 64570 16 65089 16 65607 17 66126 18 66644 19 67163 20 67682 20 68201 20 68719 21 69238 21 69757 22 70276 22 70795 22 71314 22 71833 22 72352 22 72871 22 73390 22 73909 22 74428 22 74947 21 75466 21 75985 21 76504 21 77023 21 77543 20 78062 19 78581 19 79100 19 79619 18 80138 18 80658 17 81177 16 81697 15 82216 14 82736 12 83257 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,225 30 743 32 1262 32 1781 32 2300 32 2819 32 3338 32 3857 32 4377 31 4896 31 5416 30 5935 30 6454 30 6974 29 7493 29 8013 28 8532 27 9051 27 9571 25 10090 25 10610 23 11129 23 11648 22 12168 20 12688 18 13207 17 13727 15 14247 12 14769 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113916 5 114432 10 114949 14 115467 15 115985 17 116503 18 117021 19 117539 21 118057 22 118575 23 119093 24 119610 26 120128 27 120646 28 121164 29 121682 30 122200 31 122718 33 123237 36 123756 40 124275 44 124794 46 125313 47 125832 49 126351 49 126870 51 127389 51 127908 52 128428 51 128948 51 129467 51 129987 50 130508 48 131030 44
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28271 1 28786 11 29304 15 29823 17 30341 20 30860 21 31378 23 31897 24 32416 25 32936 25 33455 25 33975 25 34494 25 35013 25 35533 25 36052 25 36572 24 37091 24 37610 24 38130 22 38650 21 39169 20 39688 20 40208 18 40728 16 41248 13 41770 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84328 9 84845 14 85362 18 85880 21 86399 22 86917 24 87436 25 87955 26 88473 27 88992 28 89511 28 90031 27 90550 27 91069 27 91589 26 92109 25 92628 25 93148 24 93668 22 94188 21 94708 19 95229 16 95750 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53204 9 53719 17 54236 21 54753 25 55271 28 55789 30 56307 32 56826 32 57344 34 57863 35 58382 35 58901 36 59420 36 59939 36 60458 37 60978 36 61497 36 62017 35 62537 33 63056 33 63576 31 64096 29 64617 26 65138 23 65659 19 66181 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24167 10 24683 16 25200 19 25717 23 26235 24 26753 26 27271 28 27789 29 28308 29 28826 30 29345 30 29863 31 30382 31 30900 32 31419 32 31938 32 32457 32 32976 32 33495 31 34014 31 34534 29 35053 29 35573 27 36092 26 36612 24 37132 22 37652 19 38173 15 38695 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79179 5 79695 12 80213 15 80731 18 81249 21 81768 22 82287 24 82805 25 83324 26 83844 26 84363 27 84882 28 85401 28 85921 27 86440 28 86960 27 87479 27 87998 26 88518 25 89038 24 89559 20 90080 16 90602 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113450 7 113967 12 114484 15 115002 18 115520 20 116038 22 116556 24 117075 25 117593 26 118112 27 118631 28 119150 29 119669 29 120188 30 120707 30 121226 31 121746 30 122265 30 122785 29 123305 28 123825 27 124345 26 124866 24 125388 20 125910 16 126432 12 126954 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128507 7 129023 13 129541 16 130059 18 130577 20 131096 19
