ImageId,EncodedPixels
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,318493 8 319002 13 319513 15 320023 18 320534 20 321045 22 321555 25 322067 25 322578 27 323089 28 323600 29 324110 31 324622 31 325133 32 325645 32 326157 32 326668 32 327180 32 327691 33 328202 33 328714 32 329226 31 329737 31 330249 30 330761 29 331273 28 331785 27 332296 27 332808 26 333320 25 333832 25 334343 25 334854 25 335365 25 335877 25 336388 25 336900 25 337411 26 337923 26 338435 26 338947 26 339459 26 339971 26 340483 26 340995 26 341507 26 342020 25 342532 25 343044 24 343556 24 344068 24 344580 24 345092 24 345604 25 346116 25 346629 24 347144 19 347664 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,18 8 524 18 1029 26 1541 26 2054 25 2567 24 3083 20 3595 20 4108 19 4619 20 5131 20 5643 21 6155 21 6667 21 7178 22 7690 22 8202 22 8713 23 9225 23 9737 23 10249 23 10761 23 11273 23 11785 23 12297 23 12809 22 13321 22 13833 21 14345 21 14857 20 15369 20 15881 20 16393 19 16905 19 17417 19 17929 18 18441 18 18953 18 19465 18 19977 18 20489 17 21001 17 21514 16 22026 15 22538 15 23050 15 23563 13 24076 11 24589 9 25102 6 25618 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,257066 6 257573 13 258078 21 258586 27 259096 30 259607 31 260118 33 260630 34 261141 35 261653 36 262165 36 262676 37 263188 37 263700 13 263716 22 264212 11 264229 21 264724 10 264741 21 265235 11 265253 22 265748 10 265765 22 266260 9 266277 22 266772 9 266788 23 267284 8 267300 24 267796 8 267812 24 268308 8 268323 25 268820 9 268833 26 269333 38 269845 38 270357 38 270869 37 271381 37 271893 37 272405 36 272917 36 273429 36 273941 35 274454 33 274966 32 275478 31 275990 31 276503 29 277016 27 277529 25 278041 24 278554 22 279066 21 279580 17 280097 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,299583 4 300093 8 300604 11 301114 14 301624 17 302133 21 302643 24 303154 26 303665 27 304176 28 304686 30 305197 31 305708 32 306220 32 306731 33 307243 32 307755 32 308266 33 308778 32 309291 30 309804 28 310317 26 310829 25 311342 24 311856 20 312371 15 312887 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,192075 3 192586 6 193097 9 193608 12 194119 13 194631 14 195142 15 195654 16 196166 17 196678 18 197190 18 197701 19 198213 20 198725 20 199236 21 199748 21 200260 22 200771 23 201283 23 201795 24 202306 26 202818 26 203330 26 203842 17 203861 7 204354 16 204376 4 204866 16 204889 3 205378 16 205401 3 205890 17 205912 4 206402 19 206424 4 206915 19 206936 4 207427 19 207447 5 207939 25 208452 24 208964 24 209476 23 209989 21 210501 20 211013 20 211525 20 212037 20 212549 20 213062 19 213574 19 214086 18 214598 18 215110 17 215622 17 216135 15 216647 15 217159 14 217671 13 218183 13 218696 11 219208 10 219721 8 220234 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,275037 8 275047 5 275546 19 276057 22 276570 22 277095 11 277609 10 278102 1 278122 10 278612 4 278635 10 279124 4 279146 11 279636 4 279655 14 280147 6 280160 21 280659 6 280670 23 281171 7 281181 24 281684 6 281692 25 282196 32 282708 32 283221 30 283733 29 284245 28 284758 27 285271 24 285784 20 286297 16 286809 15 287322 12 287836 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,175229 7 175739 10 176250 12 176761 16 177272 19 177783 21 178294 23 178806 24 179318 25 179806 11 179830 27 180317 14 180342 28 180829 15 180854 29 181340 17 181365 31 181851 19 181876 32 182363 59 182874 61 183385 63 183897 64 184409 64 184921 65 185433 67 185945 67 186457 68 186969 68 187481 68 187993 69 188506 68 189018 69 189531 66 190044 62 190556 60 191069 58 191581 58 192094 56 192607 53 193120 46 193632 30 193668 9 194145 29 194181 8 194657 28 194694 7 195170 27 195207 6 195683 25 195720 6 196196 23 196233 6 196709 21 196745 7 197221 20 197257 7 197734 18 197770 6 198250 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,228488 9 228997 15 229508 17 230019 18 230530 20 231039 24 231544 32 232053 36 232563 38 233074 39 233585 40 234096 41 234599 51 235110 52 235621 52 236133 51 236643 52 237154 48 237666 45 238177 43 238689 41 239201 38 239713 37 240225 36 240737 36 241249 36 241761 36 242273 35 242785 35 243298 34 243810 34 244323 33 244836 31 245349 30 245861 30 246374 28 246886 28 247401 24 247915 22 248428 21 248941 19 249454 18 249968 14 250482 10 250996 7 251509 6 252022 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,103 1 613 11 1124 13 1636 13 2148 13 2661 12 3173 12 3685 12 4197 11 4709 11 5222 10 5734 9 6246 9 6759 7 7273 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,285834 5 286344 11 286357 6 286855 21 287366 22 287877 24 288388 26 288898 28 289409 30 289921 31 290432 32 290942 34 291453 35 291964 36 292475 37 292986 38 293498 38 294009 38 294521 38 295033 38 295544 38 296056 38 296568 37 297079 38 297591 37 298103 37 298615 37 299127 36 299639 36 300151 35 300663 35 301175 34 301688 33 302200 33 302712 33 303224 32 303736 32 304249 30 304761 29 305273 28 305785 28 306297 27 306809 26 307322 23 307834 22 308346 21 308859 19 309372 17 309885 15 310398 11 310912 8 311425 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,264342 10 264853 12 265364 14 265876 15 266386 18 266897 20 267409 21 267920 23 268431 21 268942 20 269454 20 269966 19 270477 20 270989 20 271501 20 272013 20 272525 20 273037 20 273549 21 274061 21 274573 23 274602 2 275085 25 275112 4 275597 31 276109 32 276622 30 277134 30 277646 29 278159 27 278671 27 279184 25 279697 23 280210 19 280722 18 281235 16 281748 14 282261 11 282774 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,198806 2 199314 6 199825 7 200339 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,196250 5 196761 7 197272 8 197784 7 198297 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,139014 6 139523 12 140034 14 140546 15 140970 8 141057 16 141480 15 141569 17 141991 19 142080 19 142502 21 142592 20 143014 22 143104 20 143526 23 143586 1 143615 21 144038 24 144095 6 144127 22 144550 26 144606 10 144639 22 145062 27 145117 12 145151 23 145574 27 145628 14 145663 23 146087 27 146140 14 146176 23 146600 27 146651 16 146688 23 147112 28 147163 17 147201 23 147625 28 147675 17 147713 23 148137 28 148187 18 148225 23 148650 28 148698 20 148738 23 149163 28 149210 21 149250 23 149676 28 149722 22 149763 22 150189 28 150234 23 150275 22 150702 27 150746 24 150788 21 151214 28 151258 26 151300 21 151727 27 151770 27 151812 21 152239 28 152282 29 152324 21 152752 28 152794 32 152836 21 153264 28 153306 33 153348 21 153776 29 153818 34 153860 20 154289 28 154331 34 154372 20 154801 29 154843 35 154884 19 155313 29 155355 38 155396 17 155825 30 155868 38 155908 16 156337 31 156380 55 156849 31 156893 37 156933 13 157361 32 157405 37 157447 9 157873 32 157917 37 158385 33 158430 35 158897 33 158942 35 159410 33 159455 34 159922 33 159968 32 160434 34 160480 32 160947 33 160992 31 161459 34 161505 29 161972 33 162017 29 162484 33 162529 28 162997 33 163040 29 163509 34 163552 28 164022 33 164063 28 164534 34 164574 28 165047 35 165085 29 165560 64 166073 62 166586 60 167099 58 167612 56 168125 54 168637 53 169150 50 169663 48 170175 47 170688 45 171200 44 171712 42 172224 41 172736 40 173247 40 173757 41 174252 14 174267 42 174762 59 175273 59 175785 58 176296 58 176807 59 177318 59 177829 60 178341 59 178853 58 179365 57 179877 56 180389 55 180901 54 181413 52 181925 50 182437 44 182949 41 183461 40 183973 39 184485 39 184997 38 185509 38 186021 37 186533 37 187046 28 187076 6 187558 28 187588 5 188071 26 188101 4 188584 25 188613 4 189096 25 189125 4 189609 25 189636 5 190121 31 190634 30 191146 30 191658 30 192171 28 192685 25 193197 24 193710 21 194222 21 194735 19 195249 15 195767 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,220398 11 220907 17 221418 21 221929 22 222441 23 222952 24 223462 26 223974 26 224485 28 224997 28 225508 29 226019 30 226530 31 227041 32 227553 32 228065 32 228576 33 229088 19 229110 11 229599 19 229624 9 230110 19 230137 8 230621 20 230649 7 231132 20 231162 6 231643 21 231674 6 232154 22 232187 5 232665 22 232699 4 233177 21 233211 5 233688 21 233723 5 234199 20 234236 4 234710 20 234748 4 235222 19 235260 4 235734 19 235771 6 236246 19 236282 7 236758 19 236793 9 237269 19 237304 11 237781 19 237816 12 238293 20 238327 13 238805 21 238837 16 239317 48 239829 48 240341 49 240853 49 241364 49 241876 49 242387 50 242898 51 243410 51 243921 51 244432 51 244943 50 245454 50 245965 49 246477 48 246989 46 247501 38 248012 38 248524 38 249036 38 249549 38 250061 39 250574 38 251086 38 251599 38 252110 39 252622 39 253134 39 253645 40 254157 40 254668 41 255179 42 255687 46 256186 59 256695 62 257206 63 257718 63 258230 63 258741 64 259252 65 259764 64 260278 62 260792 59 261304 58 261817 56 262329 55 262842 53 263354 51 263867 39 264380 36 264893 34 265405 33 265916 34 266419 42 266930 42 267441 43 267953 42 268466 40 268981 35
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,332471 5 332982 9 333493 11 334004 14 334515 17 335026 19 335538 20 336050 21 336562 22 337074 23 337585 25 338097 26 338609 27 339121 27 339633 28 340145 28 340657 29 341169 29 341681 29 342194 29 342706 30 343218 30 343730 31 344242 31 344754 31 345266 31 345778 32 346290 32 346803 31 347316 28 347832 20
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,291542 15 291595 1 292049 25 292104 8 292559 29 292615 10 293070 30 293126 11 293579 34 293637 12 294089 37 294148 14 294599 41 294646 2 294659 15 295110 54 295168 19 295622 77 296133 78 296645 79 297157 79 297669 79 298181 80 298693 81 299206 81 299718 82 300230 83 300743 83 301256 83 301770 16 301791 12 301804 48 302285 10 302309 3 302320 45 302832 45 303345 45 303858 45 304371 44 304884 44 305397 43 305909 44 306422 43 306934 44 307448 43 307960 43 308473 43 308985 43 309498 42 310011 41 310524 40 311036 40 311549 39 312062 38 312575 36 313089 34 313602 32 314115 30 314629 27 315145 21
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,325838 5 326349 8 326859 13 327371 15 327882 18 328394 18 328906 19 329418 20 329930 22 330443 22 330955 22 331468 22 331980 23 332492 23 333005 23 333517 23 334030 22 334542 23 335055 22 335568 21 336081 20 336594 20 337107 19 337620 18 338133 18 338646 17 339159 16 339673 14 340187 13 340700 12 341213 11 341726 10 342239 9 342752 8 343265 7 343778 6 344291 5 344803 5 345316 5 345828 5 346340 5 346853 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,193763 8 194273 11 194785 11 195297 11 195807 13 196318 4 196324 9 196829 5 196837 8 197341 5 197349 8 197853 17 198365 18 198877 19 199389 19 199902 19 200414 19 200927 19 201441 18 201954 18 202472 13 202986 11 203501 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,326913 8 327423 12 327934 14 328445 16 328957 16 329468 19 329979 22 330490 24 331002 26 331514 27 332026 29 332538 31 333050 32 333562 33 334074 33 334587 33 335099 33 335611 34 336124 33 336636 33 337149 32 337661 32 338173 32 338686 32 339198 31 339711 30 340224 29 340736 29 341249 28 341761 29 342274 28 342786 29 343299 29 343811 30 344324 30 344836 30 345349 30 345861 31 346374 31 346886 32 347400 26 347916 16
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,193790 2 194302 2 194814 2 195326 2 195838 2 196350 2 196862 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,226067 12 226578 22 227089 27 227601 29 228113 33 228625 38 229137 40 229648 43 230161 42 230673 43 231185 43 231697 43 232209 43 232721 43 233234 42 233747 41 234260 39 234772 39 235285 37 235797 36 236310 34 236823 32 237336 28 237849 26 238361 25 238874 22 239387 19 239901 15 240414 11 240927 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,88347 3 88351 6 88858 13 89370 14 89881 17 90393 18 90905 19 91417 19 91929 19 92441 19 92953 19 93465 19 93978 18 94490 18 95003 17 95516 15 96028 15 96541 13 97054 11 97566 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250191 5 250699 13 251209 18 251721 19 252232 21 252743 23 253254 26 253765 29 254276 31 254788 32 255299 34 255810 36 256321 38 256833 39 257344 40 257856 41 258366 44 258877 46 259388 48 259899 49 260411 49 260923 50 261435 50 261946 51 262458 51 262970 51 263481 52 263977 68 264485 72 264996 74 265507 74 266018 75 266529 76 267039 77 267550 78 268061 79 268573 78 269085 75 269597 68 270108 65 270619 65 271131 65 271643 66 272155 66 272667 67 273179 67 273691 67 274204 66 274716 66 275228 65 275740 65 275809 3 276253 64 276320 4 276765 71 277277 71 277789 72 278301 72 278814 71 279326 71 279838 70 280351 69 280864 68 281376 68 281889 66 282401 65 282913 65 283425 64 283937 64 284449 63 284962 62 285475 60 285988 58 286501 56 287014 54 287527 52 288041 49 288555 44 289068 41 289581 28 289613 7 290094 25 290607 23 291123 17 291638 13 292152 10 292665 8 293178 6 293694 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,207658 2 208170 2 208190 2 208201 3 208682 2 208700 5 208713 3 209193 3 209209 9 209223 5 209705 3 209717 23 210215 5 210227 25 210726 6 210738 26 211238 6 211250 26 211750 5 211761 27 212262 5 212273 27 212774 4 212785 26 213285 5 213297 26 213797 5 213808 26 214309 6 214320 26 214821 8 214832 25 215334 35 215846 34 216358 34 216870 33 217383 31 217896 29 218408 28 218921 26 219433 25 219946 23 220464 12
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,138567 7 139075 17 139585 26 140094 30 140595 42 141107 43 141618 46 142130 46 142642 47 143154 47 143666 48 144178 48 144690 48 145202 48 145714 48 146227 47 146739 47 147252 45 147765 44 148277 44 148790 42 149303 40 149820 31 150338 23 150853 19 151366 17 151881 11
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,304975 18 305486 22 305997 24 306508 26 307019 28 307530 32 308042 34 308553 35 309065 36 309577 36 310089 37 310601 37 311113 38 311625 39 312137 39 312649 39 313161 40 313673 40 314185 40 314697 40 315209 41 315722 41 316234 41 316746 42 317259 41 317771 41 318284 41 318797 40 319309 40 319821 40 320334 39 320846 39 321359 39 321872 38 322384 38 322897 37 323410 35 323923 34 324437 32 324949 32 325462 30 325975 28 326491 22 327007 16 327521 12 328035 9 328550 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,223598 11 224108 16 224618 18 225130 18 225641 20 226151 22 226660 25 227171 26 227683 26 228196 25 228710 23 229213 4 229224 21 229723 6 229737 19 230234 8 230248 20 230745 9 230758 21 231255 35 231765 36 232275 37 232786 37 233299 35 233811 33 234324 30 234836 27 235348 26 235861 24 236375 19
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,163201 3 163710 8 164221 10 164732 12 165243 13 165736 4 165754 14 166244 13 166264 15 166754 37 167265 38 167776 39 168288 38 168799 38 169310 39 169821 39 170333 39 170845 38 171357 36 171869 35 172382 33 172894 31 173407 29 173923 8 173932 14 174450 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,120189 13 120698 19 121209 22 121720 24 122231 26 122283 7 122742 29 122791 18 123254 31 123302 24 123765 33 123813 26 124277 34 124324 28 124788 36 124836 30 125300 37 125347 35 125811 40 125858 40 126323 43 126368 43 126834 90 127346 91 127858 93 128370 95 128882 96 129393 98 129905 99 130417 99 130929 100 131441 100 131953 101 132466 100 132978 100 133490 100 134002 100 134515 100 135027 100 135540 98 136052 98 136565 97 137077 96 137590 95 138102 94 138615 93 139129 89 139642 52 139701 28 140154 51 140215 26 140667 48 140728 24 141181 44 141242 20 141696 38 142211 31
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,291192 4 291703 6 292214 9 292727 9 293240 8 293753 7 294266 6 294779 5 295294 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174490 17 174998 24 175509 26 176020 28 176528 33 177035 38 177543 43 178054 45 178565 46 179077 47 179588 48 180099 49 180610 50 181121 51 181633 51 182144 52 182655 53 183166 54 183678 54 184190 54 184701 54 185213 53 185725 53 186237 53 186749 52 187261 52 187773 51 188285 50 188797 49 189309 49 189821 48 190333 48 190846 46 191358 45 191870 44 192383 43 192896 41 193409 40 193921 40 194434 38 194946 38 195458 39 195969 40 196481 40 196993 40 197505 40 198016 41 198528 41 199039 42 199550 42 200062 42 200573 41 201085 39 201597 35 202109 32 202621 31 203133 30 203645 28 204157 25 204670 20 205182 19 205694 18 206207 16 206720 13 207233 10 207746 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250253 7 250763 11 251274 14 251786 14 252297 16 252809 16 253321 16 253833 16 254345 16 254857 16 255369 16 255880 17 256392 17 256904 17 257416 16 257927 17 258438 18 258949 19 259461 18 259972 19 260484 19 260997 18 261509 17 262021 17 262533 17 263045 17 263558 16 264071 15 264584 14 265097 13 265610 12 266123 10 266637 8 267151 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,333718 10 334228 16 334738 23 335249 29 335761 31 336272 33 336784 34 337295 36 337807 37 338318 38 338830 39 339342 39 339855 38 340368 38 340881 37 341393 37 341906 36 342419 35 342933 33 343447 31 343961 28 344474 27 344987 26 345500 25 346013 24 346526 23 347039 22 347561 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,196538 11 197049 14 197560 16 198071 18 198582 19 199091 24 199601 27 200112 28 200623 29 201134 30 201645 32 202156 33 202668 33 203179 34 203689 35 204200 36 204710 38 205222 38 205733 39 206244 39 206755 39 207265 41 207776 41 208287 42 208799 41 209310 42 209821 41 210332 41 210843 42 211355 41 211867 40 212380 37 212892 36 213405 33 213918 30 214432 26 214948 18
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,229285 8 229795 15 230306 34 230817 37 231327 41 231838 44 232349 47 232861 47 233373 47 233885 47 234396 48 234908 48 235420 48 235932 47 236444 46 236956 45 237468 45 237981 43 238493 42 239005 41 239517 40 240029 38 240541 37 241054 36 241566 35 242079 32 242593 28 243105 27 243618 25 244130 24 244644 20 245157 18 245670 16 246182 15 246695 13 247209 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,291751 15 292259 23 292770 25 293281 27 293792 30 294303 33 294814 37 295326 39 295838 41 296349 43 296861 46 297373 47 297885 48 298397 49 298909 50 299421 51 299933 51 300445 52 300957 52 301469 53 301981 53 302494 53 303006 53 303518 54 304030 54 304543 53 305056 52 305568 52 306080 52 306593 51 307105 50 307617 50 308130 48 308642 48 309154 47 309667 46 310180 44 310692 44 311205 43 311717 42 312229 41 312742 38 313255 35 313768 33 314281 31 314794 29 315307 26 315821 22 316335 18 316849 15 317362 13 317877 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,253894 6 254405 9 254916 12 255426 16 255937 20 256448 24 256960 25 257471 26 257982 28 258493 30 259004 32 259515 33 260027 34 260538 35 261050 35 261562 36 262073 37 262585 38 263096 39 263608 39 264120 40 264631 41 265143 41 265655 41 266167 41 266679 41 267191 41 267703 40 268215 40 268728 38 269241 37 269753 36 270265 36 270777 36 271290 34 271802 33 272315 31 272828 29 273341 27 273853 26 274366 24 274880 20 275394 16 275907 14 276420 13 276933 11 277446 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,113123 5 113634 7 114145 10 114656 13 115167 16 115678 18 116189 19 116700 21 117211 23 117722 26 118233 28 118744 29 119256 29 119768 30 120279 32 120791 33 121303 28 121332 6 121815 37 122328 39 122840 40 123353 39 123865 39 124378 38 124890 38 125404 37 125917 36 126430 35 126943 34 127456 33 127971 30 128485 28 128998 27 129511 26 130024 24 130538 22 131052 20 131565 19 132078 17 132591 15
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,163819 4 164329 7 164838 10 165350 9 165860 10 166370 11 166881 11 167393 11 167904 11 168416 10 168927 10 169439 9 169950 10 170462 9 170974 7 171487 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,330750 1 331259 5 331767 9 332276 12 332786 14 333297 15 333808 16 334318 18 334828 20 335336 25 335846 27 336357 28 336868 29 337379 30 337890 30 338401 31 338912 32 339424 32 339936 32 340448 32 340960 32 341472 32 341985 15 342004 12 342499 9 342517 11 343029 11 343541 11 344053 11 344566 10 345078 10 345590 10 346103 9 346615 8 347129 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,215031 1 215541 4 216052 6 216563 7 217074 9 217586 13 218098 14 218610 14 219121 16 219633 16 220145 16 220656 17 221168 17 221679 18 222191 18 222702 19 223214 19 223725 20 224236 21 224748 21 225259 22 225770 23 226282 23 226793 24 227305 24 227817 24 228329 24 228841 24 229352 25 229864 25 230376 25 230888 25 231400 25 231912 25 232424 25 232936 25 233448 25 233960 25 234473 24 234985 24 235497 24 236009 24 236521 24 237033 24 237545 24 238057 24 238569 23 239082 22 239594 22 240106 22 240619 20 241132 19 241645 16 242158 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,185854 1 186365 3 186876 4 187387 5 187898 6 188409 7 188920 8 189431 9 189944 8 190456 8 190968 8 191480 8 191992 8 192505 7 193019 5 193533 2
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,136258 3 136768 8 137274 17 137776 29 138285 35 138793 40 139299 47 139809 50 140319 53 140830 56 141341 59 141852 60 142364 61 142874 64 143384 68 143895 70 144406 72 144917 74 145429 75 145940 76 146452 77 146963 78 147474 79 147986 80 148497 81 149007 83 149516 86 150027 87 150539 87 151051 87 151563 7 151571 79 152074 7 152084 77 152596 77 153109 76 153621 76 154134 75 154646 75 155159 74 155672 72 156184 72 156697 71 157209 70 157721 70 158234 69 158746 69 159259 68 159772 67 160284 66 160796 66 161309 64 161821 63 162333 62 162845 62 163358 60 163871 59 164384 57 164896 57 165409 55 165922 53 166434 53 166947 51 167460 49 167973 48 168486 46 169000 43 169513 41 170027 38 170541 35 171056 29 171572 22 172086 19 172599 16 173112 14 173626 9
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,55 27 565 31 1076 33 1588 33 2101 32 2613 31 3126 30 3639 29 4152 27 4665 24 5179 19 5700 7
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,197211 5 197721 12 198231 25 198742 28 199254 35 199765 42 200277 43 200788 45 201300 46 201812 46 202324 48 202836 48 203348 49 203860 49 204372 50 204884 51 205396 52 205908 52 206419 53 206931 54 207443 54 207955 54 208467 54 208978 55 209490 55 210002 55 210514 56 211025 57 211537 56 212049 56 212561 56 213073 56 213585 56 214097 56 214609 56 215122 55 215634 55 216146 55 216658 55 217170 55 217683 54 218195 54 218708 53 219220 52 219733 51 220245 50 220757 49 221270 48 221783 46 222296 45 222810 43 223323 41 223836 40 224349 38 224863 35 225379 29 225893 26 226406 24 226919 22 227433 18 227947 10
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,159333 5 159844 7 160355 8 160866 9 161378 9 161890 9 162402 9 162914 9 163426 9 163939 8 164451 9 164964 8 165477 6
